T_ELAPSED,X_ERROR,Y_ERROR
0:00:00.201729,85.63066578328562,60.48992380527784
0:00:00.396902,87.1863053299113,59.44032953403814
0:00:00.441694,87.28094155618567,59.30647246136277
0:00:00.484686,86.59431144031282,59.71302193642612
0:00:00.535228,85.54458456078692,60.351985090899234
0:00:00.626083,85.73081402742673,60.70864607453916
0:00:00.706793,85.66718229819026,60.6255335086737
0:00:00.793387,85.54563793242437,60.60488703550129
0:00:00.850070,85.90928892596264,60.53788706497255
0:00:00.910760,85.76214796671661,60.53148054214364
0:00:01.006580,87.48676111228349,59.32715354217078
0:00:01.068185,85.4810307659344,60.61661489140943
0:00:01.125561,85.81017650383569,60.72589241345827
0:00:01.186355,64.8196287563344,60.56407837351037
0:00:01.279018,85.94195129422576,60.399808887535755
0:00:01.322694,85.92915259575511,60.66768110544251
0:00:01.383551,85.45217523519909,60.484805980550505
0:00:01.445290,64.73951754413974,60.676601877060875
0:00:01.497402,85.74209554552294,60.478017434147205
0:00:01.543774,85.77984203448705,60.7347372634149
0:00:01.601240,86.52668783233776,58.64337434742163
0:00:01.686904,85.67384894010183,60.61244056463829
0:00:01.742291,85.67873860156749,60.70572386955587
0:00:01.824716,85.71384225422071,60.523123842798555
0:00:01.881078,87.27749232312794,59.11338769823385
0:00:01.937467,85.61196616612244,60.62111007175679
0:00:02.000551,85.42532993949305,60.57985743393465
0:00:02.057803,85.62434596386652,60.54636909909584
0:00:02.143457,85.80979254293527,60.645883201332026
0:00:02.198882,85.81724659997394,60.6148475799489
0:00:02.289871,85.55772744351555,60.63390771790853
0:00:02.376610,85.52257912899358,60.315762718153564
0:00:02.459077,87.36261285100454,59.44090513275228
0:00:02.543403,86.66638986878968,58.69111533222201
0:00:02.983568,87.8143332319487,59.34059324908253
0:00:03.029025,85.7168116762466,60.52525904698825
0:00:03.086632,85.81646064446647,60.54345746662261
0:00:03.138204,86.56963288547286,59.1236102721183
0:00:03.203982,85.80992833000266,60.483383909407166
0:00:03.262274,85.29856541777929,60.48570589732776
0:00:03.324130,82.01013329848047,56.772454752625436
0:00:03.385890,85.68831451856249,60.579405742157974
0:00:03.433471,85.5037120639555,60.49095641794656
0:00:03.476107,85.65864127897692,60.312414946822855
0:00:03.530254,85.68123143484843,60.62540841774069
0:00:03.589324,85.85237805240331,60.483201879468425
0:00:03.648228,86.49573968484901,58.831395286641964
0:00:03.709081,81.02230492243564,56.65608853317815
0:00:03.763372,65.0893931919777,60.323811565575966
0:00:03.827087,86.53643700089697,60.10411092642994
0:00:03.892075,85.6761857826134,60.46999387127141
0:00:03.954463,86.21858715563098,58.63094925879295
0:00:04.012884,86.63268036880595,60.01499818486036
0:00:04.063365,85.7724353009479,60.5418447074361
0:00:04.126063,86.72620365787157,58.52555944521646
0:00:04.191143,86.58346458105598,60.00723154661296
0:00:04.237380,85.73731340902805,60.4130827027999
0:00:04.291644,85.92567069509107,60.59157974224786
0:00:04.354198,85.79600952746,60.36239591299375
0:00:04.412880,86.4757589697872,59.77617426561801
0:00:04.469853,85.75951561499392,60.489907506961345
0:00:04.514364,65.06478272590334,60.444689318607516
0:00:04.568378,85.89172417582688,60.61111818788072
0:00:04.629922,86.44969293113081,59.325362113183246
0:00:04.687963,85.54637045356458,60.52125716051319
0:00:04.744119,85.80651473755881,60.424945545231026
0:00:04.792535,85.70014637106408,60.679921968693975
0:00:04.846687,85.78915297327467,60.461036770633086
0:00:04.905230,85.60943806684008,60.68010868897875
0:00:04.964330,86.69560698778605,58.842659860026515
0:00:05.020752,80.866896051906,56.698029734817965
0:00:05.066805,65.07364401076256,60.260765619666586
0:00:05.154377,85.47873307027044,60.45641289997184
